index,title,question,Link bài viết,Link bài gốc,label,mutation_level,Decision,output_1,link_1,output_2,link_2,output_3,link_3,label_model
11,Cảnh báo giả mạo Bộ GD-ĐT triển khai quỹ học bổng tiếng Anh hỗ trợ 80% học phí,"Tôi nghe thông tin rằng Bộ Giáo dục và Đào tạo (GD-ĐT) đã triển khai một quỹ học bổng tiếng Anh hỗ trợ 80% học phí cho các khóa học IELTS, giao tiếp và TOEIC, phối hợp với Viện đào tạo Anh ngữ Đại học DePaul, Đại học Aberystwyth - Vương quốc Anh, và Đại học Flinders - Úc. Thông tin này cho biết để tham gia chương trình, người có nhu cầu học phải đăng nhập vào các đường link và điền thông tin xét duyệt học bổng. Điều này được cho là một thông báo chính thức từ Bộ GD-ĐT. Tuy nhiên, Bộ GD-ĐT đã cảnh báo rằng đây là thông tin giả mạo và không có chương trình nào như vậy được triển khai. Tôi muốn xác minh xem thông tin về quỹ học bổng tiếng Anh hỗ trợ 80% học phí, cùng với các thông tin chi tiết về sự phối hợp với các trường đại học quốc tế, có phải là thật hay giả.",LLM Generated,https://tingia.gov.vn/canh-bao-gia-mao-bo-gd-dt-trien-khai-quy-hoc-bong-tieng-anh-ho-tro-80-hoc-phi.html,GIẢ,1,Thông tin về quỹ học bổng tiếng Anh hỗ trợ 80% học phí là giả mạo. Bộ Giáo dục và Đào tạo đã cảnh báo rằng không có chương trình nào như vậy được triển khai.,"Bộ Giáo dục và Đào tạo khẳng định rằng các thông báo về chương trình học bổng tiếng Anh hỗ trợ 80% học phí là hoàn toàn giả mạo.
[Bằng chứng]: Bộ GDĐT không triển khai, không phối hợp tổ chức các chương trình này.",https://nhandan.vn/bo-giao-duc-va-dao-tao-canh-bao-chuong-trinh-hoc-bong-tieng-anh-gia-mao-post871983.html,"Chương trình học bổng S80 được triển khai bởi SunUni Academy và không liên quan đến thông tin giả mạo.
[Bằng chứng]: Chương trình học bổng giáo dục ""S80 International Education Scholarship"" do SunUni Academy phối hợp cùng Báo Thanh Niên triển khai.",https://vov2.vov.vn/giao-duc-dao-tao/s80-international-education-scholarship-vi-mot-the-he-tre-gioi-tieng-anh-55642,"Chương trình học bổng S-Global 2025 cũng không liên quan đến thông tin giả mạo về học bổng hỗ trợ 80%.
[Bằng chứng]: Chương trình học bổng S-Global 2025 nâng mức hỗ trợ học phí lên tới 68% cho các khóa học IELTS và tiếng Anh giao tiếp.",https://vnexpress.net/s-global-scholarship-2025-tang-tai-tro-toi-68-hoc-phi-ielts-giao-tiep-4882596.html,GIẢ
12,"Loan tin sai sự thật về nữ tài xế vi phạm nồng độ cồn, bị phạt 7,5 triệu","Tôi nghe thông tin rằng vào đêm 5.3, một nữ tài xế có tên là L.H.T đã vi phạm nồng độ cồn khi lái xe trên phố Trần Cung, quận Cầu Giấy, Hà Nội. Đặc biệt, thông tin này còn cho rằng chị L.H.T được cho là ""con cháu của Bộ trưởng T.L."" và đã tự nhận mình là cháu của lãnh đạo Bộ Công an trong lúc tranh cãi sau khi xe của chị va chạm với một xe máy. Câu hỏi đặt ra là liệu thông tin này có thật hay không, khi mà cơ quan chức năng, cụ thể là Công an TP.Hà Nội, đã xác nhận rằng chị L.H.T là lao động tự do và không có bất kỳ mối quan hệ nào với lãnh đạo Bộ Công an. Tôi muốn xác minh rõ ràng về vụ việc này, đặc biệt là về danh tính và mối quan hệ của chị L.H.T với Bộ trưởng T.L., cũng như các chi tiết liên quan đến sự việc xảy ra vào đêm 5.3. Xin xác minh thông tin này là THẬT hay GIẢ.",LLM Generated,https://tingia.gov.vn/loan-tin-sai-su-that-ve-nu-tai-xe-vi-pham-nong-do-con-bi-phat-7-5-trieu.html,GIẢ,2,Thông tin về việc nữ tài xế L.H.T vi phạm nồng độ cồn và mối quan hệ với lãnh đạo Bộ Công an không được xác nhận bởi bất kỳ nguồn tin nào. Sự vắng bóng thông tin trên các báo lớn cho thấy khả năng thông tin này là không chính xác.,,,,,,,GIẢ
13,"Mỗi lá phiếu khẳng định quyền làm chủ của nhân dân, minh chứng phản bác các luận điệu xuyên tạc","Tôi đọc thấy trên mạng xã hội rằng cuộc bầu cử ở Việt Nam không thực sự dân chủ, chỉ có Đảng Cộng sản quyết định mọi thứ và người dân không có quyền tự do lựa chọn ứng cử viên của mình. Có người còn nói rằng thực chất cuộc bầu cử đã được sắp đặt từ trước, chỉ mang tính hình thức và không có sự cạnh tranh thực sự. Điều này khiến tôi hoang mang về tính minh bạch của quy trình bầu cử. Xin xác minh thông tin này THẬT hay GIẢ.",LLM Generated,https://cand.com.vn/Chong-dien-bien-hoa-binh/moi-la-phieu-khang-dinh-quyen-lam-chu-cua-nhan-dan-minh-chung-phan-bac-cac-luan-dieu-xuyen-tac-i799406/,GIẢ,2,"Thông tin về việc bầu cử ở Việt Nam không thực sự dân chủ và đã được sắp đặt từ trước là GIẢ. Các nguồn từ Báo Chính Phủ khẳng định rằng cuộc bầu cử diễn ra với tỷ lệ cử tri tham gia cao và được đánh giá là thành công, bảo đảm dân chủ và minh bạch.","Bài viết từ Báo Chính Phủ cho biết gần 79 triệu cử tri đã tham gia bỏ phiếu, với tỷ lệ cử tri tham gia đạt 99,68%, cho thấy sự tham gia đông đảo của người dân.
[Bằng chứng]: Tỷ lệ cử tri tham gia bỏ phiếu đạt 99,68% trên toàn quốc.",https://xaydungchinhsach.chinhphu.vn/danh-sach-trung-cu-dai-bieu-hdnd-cac-tinh-thanh-pho-nhiem-ky-2026-2030-119260320100022424.htm,"Báo Chính Phủ cũng nhấn mạnh rằng cuộc bầu cử được đánh giá là thành công toàn diện, bảo đảm dân chủ và minh bạch.
[Bằng chứng]: Cuộc bầu cử được đánh giá là thành công toàn diện, bảo đảm dân chủ, minh bạch, đúng pháp luật.",https://xaydungchinhsach.chinhphu.vn/bau-cu-2026-sang-suot-lua-chon-nhung-dai-dien-tieu-bieu-thuc-su-dai-dien-cho-y-chi-nguyen-vong-cua-nhan-dan-119260314113515953.htm,,,GIẢ
14,Tỉnh táo trước âm mưu lợi dụng trí tuệ nhân tạo để xuyên tạc mối quan hệ của quân nhân trên không gian mạng,"Tôi đọc thấy trên Facebook rằng có thông tin cho rằng giới trẻ Việt Nam, đặc biệt là gen Z, đang bị lợi dụng bởi các tổ chức phản động để tham gia vào các cuộc biểu tình và bạo loạn giống như ở một số quốc gia Nam Á và Đông Nam Á, với mục đích là tạo ra ""cách mạng màu"" tại Việt Nam. Có người còn cho rằng chính quyền đang che giấu thông tin về việc này và không hề có biện pháp ngăn chặn. Xin xác minh thông tin này THẬT hay GIẢ.",LLM Generated,https://www.qdnd.vn/phong-chong-dien-bien-hoa-binh/tinh-tao-truoc-am-muu-loi-dung-tri-tue-nhan-tao-de-xuyen-tac-moi-quan-he-cua-quan-nhan-tren-khong-gian-mang-1028187,GIẢ,2,Thông tin về việc giới trẻ Việt Nam bị lợi dụng bởi các tổ chức phản động để tham gia biểu tình và bạo loạn là GIẢ. Các nguồn tin từ báo Công an khẳng định rằng lực lượng chức năng đã ngăn chặn các âm mưu này mà không có thông tin nào xác nhận sự tồn tại của các tổ chức như vậy.,"Bài viết từ báo Công an nêu rõ rằng lực lượng Công an đã triển khai hàng nghìn phương án để ngăn chặn các hoạt động của các thế lực thù địch, phản động.
[Bằng chứng]: Lực lượng Công an đã triển khai hàng nghìn phương án phản gián, kế hoạch nghiệp vụ, xác lập hàng trăm chuyên án.",https://bocongan.gov.vn/truyen-thong/bai-viet/hoan-thanh-xuat-sac-nhiem-vu-bao-ve-an-ninh-quoc-gia-dau-tranh-lam-that-bai-am-muu-hoat-dong-cua-cac-the-luc-thu-dich-phan-dong-bao-ve-tuyet-doi-an-toan-dang-nha-nuoc-va-che-do-xa-hoi-chu-nghia-1751870349,,,,,GIẢ
15,"Nhận diện, đấu tranh phản bác thông tin sai trái, xuyên tạc về bầu cử","Tôi đọc thấy trên mạng xã hội rằng có thông tin cho rằng quy trình bầu cử ở Việt Nam thực chất đã được ""sắp đặt"" từ trước, không có cạnh tranh thực chất giữa các ứng viên, và điều này khiến dân không tin vào tính dân chủ của cuộc bầu cử. Một số người còn cho rằng chính quyền đang cố giấu thông tin về những ứng viên không đủ tiêu chuẩn, nhằm che đậy sự thật và duy trì quyền lực. Xin xác minh thông tin này THẬT hay GIẢ.",LLM Generated,https://cand.com.vn/Chong-dien-bien-hoa-binh/nhan-dien-dau-tranh-phan-bac-thong-tin-sai-trai-xuyen-tac-ve-bau-cu-i798151/,GIẢ,2,Thông tin về quy trình bầu cử ở Việt Nam cho rằng nó đã được 'sắp đặt' và không có cạnh tranh thực chất là không có cơ sở. Các nguồn tin từ báo chí nhà nước đã xác nhận rằng chưa phát hiện trường hợp vi phạm nào trong ứng cử và công tác chuẩn bị nhân sự được thực hiện chặt chẽ.,"Theo báo Tuổi Trẻ, chưa phát hiện trường hợp ứng cử viên nào vi phạm theo đơn khiếu nại, tố cáo, cho thấy quy trình bầu cử được thực hiện nghiêm túc.
[Bằng chứng]: Chưa phát hiện trường hợp ứng cử viên đại biểu Quốc hội nào vi phạm theo đơn khiếu nại, tố cáo đến mức phải tạm dừng ứng cử.",https://tuoitre.vn/chua-phat-hien-truong-hop-ung-cu-vien-dai-bieu-quoc-hoi-nao-vi-pham-theo-don-khieu-nai-to-cao-20260312122308519.htm,"Báo Nhân Dân nêu rõ các tiêu chuẩn mà người ứng cử phải đáp ứng, điều này cho thấy quy trình bầu cử có sự kiểm soát chặt chẽ.
[Bằng chứng]: Người ứng cử đại biểu Quốc hội và Hội đồng nhân dân phải đáp ứng các tiêu chuẩn chung như trung thành với Tổ quốc, có phẩm chất đạo đức tốt.",https://nhandan.vn/hoi-dap-nguoi-ung-cu-phai-dap-ung-cac-tieu-chuan-nao-post943364.html,"Bài viết từ Cổng thông tin điện tử Công an tỉnh Ninh Bình cảnh báo về các thông tin xuyên tạc liên quan đến ứng cử viên, cho thấy có sự can thiệp từ các thế lực bên ngoài.
[Bằng chứng]: Các thế lực thù địch, phản động đang gia tăng hoạt động chống phá bầu cử bằng các thủ đoạn xuyên tạc, bôi nhọ các ứng cử viên.",https://congan.ninhbinh.gov.vn/canh-giac-voi-thu-doan-xuyen-tac-boi-nho-cac-ung-cu-vien-truoc-them-cuoc-bau-cu-dai-bieu-quoc-hoi-khoa-xvi-va-dai-bieu-hdnd-cac-cap-nhiem-ky-2026-2031,GIẢ
16,"Nâng cao sức đề kháng cho Gen Z, ngăn chặn hoạt động phá hoại tư tưởng","Tôi đọc thấy trên mạng xã hội rằng một số người cho rằng chính quyền Việt Nam đang cố tình thao túng tư tưởng của giới trẻ Gen Z bằng cách ngăn cản họ thể hiện chính kiến và tham gia vào các phong trào xã hội. Nhiều người còn nói rằng chính quyền sợ hãi sự thay đổi của thế hệ trẻ, dẫn đến việc phải sử dụng các biện pháp cứng rắn để dập tắt tiếng nói của họ. Có ý kiến cho rằng, những cú sốc từ các cuộc biểu tình ở nước ngoài sẽ tạo ra một làn sóng phản kháng mạnh mẽ ở Việt Nam và chính quyền đang tìm cách che giấu điều này. Xin xác minh thông tin này THẬT hay GIẢ.",LLM Generated,https://cand.com.vn/Chong-dien-bien-hoa-binh/nang-cao-suc-de-khang-cho-gen-z-ngan-chan-hoat-dong-pha-hoai-tu-tuong--i801024/,GIẢ,2,"Thông tin về việc chính quyền Việt Nam thao túng tư tưởng của Gen Z là không có cơ sở. Các nguồn tin hiện có không đề cập đến việc chính quyền ngăn cản giới trẻ thể hiện chính kiến, mà ngược lại, nhấn mạnh sự tham gia tích cực của Gen Z trong các hoạt động công dân.","Bài viết từ Thanh Niên cho thấy Gen Z xem việc tham gia bầu cử là một dấu mốc trưởng thành và thể hiện ý thức công dân. Họ chủ động tìm hiểu về quyền công dân và ứng cử viên.
[Bằng chứng]: Gen Z xem bầu cử là dấu mốc trưởng thành và thể hiện ý thức công dân.",https://thanhnien.vn/gen-z-thuc-hien-quyen-cong-dan-moi-la-phieu-la-mot-niem-tin-185260303200000186.htm,"Bài viết từ Nhân Dân nhấn mạnh rằng mạng xã hội đang trở thành kênh thông tin chính cho Gen Z, nhưng cũng đặt ra thách thức về tin giả và bong bóng thông tin.
[Bằng chứng]: Mạng xã hội là kênh thông tin bầu cử chính của Gen Z với nội dung ngắn, trực quan.",https://nhandan.vn/mang-xa-hoi-tro-thanh-kenh-thong-tin-bau-cu-cua-gen-z-post947819.html,"Bài viết từ Nhân Dân nhấn mạnh tầm quan trọng của việc đồng hành cùng Gen Z trong thời đại số, cho thấy sự quan tâm của xã hội đối với thế hệ trẻ.
[Bằng chứng]: Cần tạo không gian số an toàn, lành mạnh cho trẻ em và thanh thiếu niên.",https://nhandan.vn/lang-nghe-thau-hieu-va-dong-hanh-cung-gen-z-thoi-dai-so-post884409.html,GIẢ
17,Đấu tranh hiệu quả với những thủ đoạn chống phá bầu cử trên không gian mạng,"Tôi đọc thấy trên mạng xã hội rằng có nhiều người đang nói rằng cuộc bầu cử đại biểu Quốc hội sắp tới thực chất chỉ là một hình thức, không có tính cạnh tranh thật sự, và chỉ là một trò chơi của chính quyền để duy trì quyền lực. Một số còn cho rằng, chính quyền đang dùng các biện pháp lén lút để che giấu những sự thật về quy trình bầu cử, làm cho người dân mất niềm tin vào hệ thống chính trị. Xin xác minh thông tin này THẬT hay GIẢ.",LLM Generated,https://cand.com.vn/Chong-dien-bien-hoa-binh/dau-tranh-hieu-qua-voi-nhung-thu-doan-chong-pha-bau-cu-tren-khong-gian-mang--i799026/,GIẢ,2,"Thông tin về việc cuộc bầu cử đại biểu Quốc hội sắp tới chỉ là hình thức và không có tính cạnh tranh thực sự là GIẢ. Các nguồn tin từ Báo Chính Phủ và VOV khẳng định rằng cuộc bầu cử sẽ diễn ra minh bạch, với sự tham gia đông đảo của cử tri và có sự cạnh tranh thực chất giữa các ứng cử viên.","Bài viết từ VOV nêu rõ rằng các thế lực thù địch đang cố tình xuyên tạc cuộc bầu cử nhằm làm suy giảm niềm tin của nhân dân vào thể chế chính trị.
[Bằng chứng]: Mục đích của các thế lực thù địch khi xuyên tạc bầu cử là làm suy giảm niềm tin của nhân dân vào thể chế chính trị và chế độ dân chủ.",https://vov.vn/chinh-tri/chu-dong-nhan-dien-ngan-chan-luan-dieu-xuyen-tac-ve-bau-cu-post1275597.vov,"Báo Chính Phủ đã công bố thông tin về tỷ lệ cử tri tham gia và khẳng định rằng cuộc bầu cử sẽ diễn ra an toàn, dân chủ và đúng pháp luật.
[Bằng chứng]: Cuộc bầu cử diễn ra an toàn, dân chủ, đúng pháp luật, đảm bảo an ninh chính trị và trật tự xã hội.",https://xaydungchinhsach.chinhphu.vn/bau-cu-2026-sang-suot-lua-chon-nhung-dai-dien-tieu-bieu-thuc-su-dai-dien-cho-y-chi-nguyen-vong-cua-nhan-dan-119260314113515953.htm,"Chỉ thị 28/CT-TTg của Thủ tướng Chính phủ khẳng định rằng cuộc bầu cử là nhiệm vụ trọng tâm của toàn Đảng và toàn dân, nhấn mạnh tính chất quan trọng của sự kiện này.
[Bằng chứng]: Cuộc bầu cử được xác định là nhiệm vụ công tác trọng tâm của toàn Đảng, toàn dân và toàn quân trong năm 2026.",https://xaydungchinhsach.chinhphu.vn/toan-van-chi-thi-28-ct-ttg-ve-to-chuc-bau-cu-dai-bieu-quoc-hoi-khoa-xvi-va-dai-bieu-hdnd-cac-cap-nhiem-ky-2026-2031-119250918122411396.htm,GIẢ
18,"Lật tẩy thủ đoạn “tung hỏa mù” bôi nhọ, gây nhiễu dịp bầu cử","Tôi đọc trên mạng xã hội rằng có những người như Đặng Thị Huệ ở Đức đang tổ chức bình chọn trực tuyến để bôi nhọ uy tín các ứng viên đại biểu Quốc hội, cho rằng quy trình bầu cử ở Việt Nam là thiếu tự do và dân chủ. Nhiều người bình luận rằng có rất nhiều ứng viên đủ năng lực nhưng không được cho phép tham gia, và họ cho rằng điều này là do bị đe dọa và kìm kẹp. Ngoài ra, trang Luật khoa tạp chí còn cho rằng các ứng viên đại biểu Quốc hội im lặng trong khi giá xăng dầu tăng cao và kêu gọi người dân tẩy chay bầu cử. Xin xác minh thông tin này THẬT hay GIẢ.",LLM Generated,https://cand.com.vn/Chong-dien-bien-hoa-binh/lat-tay-thu-doan-tung-hoa-mu-boi-nho-gay-nhieu-dip-bau-cu-i799694/,GIẢ,2,"Thông tin về việc Đặng Thị Huệ tổ chức bình chọn trực tuyến để bôi nhọ uy tín các ứng viên đại biểu Quốc hội là không có cơ sở. Không có nguồn tin chính thống nào xác nhận điều này, cho thấy đây có thể là thông tin sai lệch.",,,,,,,GIẢ
19,Nhận diện chiêu trò lợi dụng trí tuệ nhân tạo để xuyên tạc Ngày hội tòng quân bảo vệ Tổ quốc,"Tôi đọc thấy trên mạng xã hội rằng có nhiều video và bài viết nói rằng các chiến sĩ QĐND và CAND trong nghĩa vụ quân sự thường xuyên bị bạo lực, tra tấn và không được đối xử công bằng. Một số người còn cho rằng, chỉ có thanh niên nhà nghèo mới bị ép đi nghĩa vụ trong khi thanh niên nhà giàu thì được miễn. Có người còn khẳng định rằng các tổ chức đang lợi dụng tình hình này để tạo ra mâu thuẫn giữa các chiến sĩ. Xin xác minh thông tin này THẬT hay GIẢ.",LLM Generated,https://cand.com.vn/Chong-dien-bien-hoa-binh/nhan-dien-chieu-tro-loi-dung-tri-tue-nhan-tao-de-xuyen-tac-ngay-hoi-tong-quan-bao-ve-to-quoc-i798617/,GIẢ,2,"Thông tin về việc các chiến sĩ QĐND và CAND bị bạo lực và tra tấn là không có cơ sở. Các nguồn tin chính thống không xác nhận điều này, mà chỉ đề cập đến sự phân biệt trong việc thực hiện nghĩa vụ quân sự giữa thanh niên từ gia đình nghèo và khá giả.","Bài viết từ VnExpress cho thấy thanh niên từ gia đình nghèo thường tham gia nghĩa vụ quân sự nhiều hơn, trong khi thanh niên từ gia đình khá giả có xu hướng né tránh.
[Bằng chứng]: Phường Đồng Phú (Quảng Bình) có 5 chỉ tiêu nghĩa vụ quân sự nhưng 8 người viết đơn tình nguyện, ưu tiên gia đình nghèo.",https://vnexpress.net/nghia-vu-quan-su-nha-ngheo-chen-chan-nha-giau-tron-tranh-3034818.html,"Bài viết từ Tuổi Trẻ đề cập đến các trường hợp hoãn nghĩa vụ quân sự do hoàn cảnh khó khăn, nhưng không có thông tin về bạo lực hay tra tấn.
[Bằng chứng]: Công dân 25 tuổi, lao động chính trong gia đình khó khăn, mắc nhiều bệnh vẫn bị yêu cầu tham gia dân quân tự vệ do thiếu quân.",https://tuoitre.vn/gia-canh-kho-khan-nhieu-benh-co-duoc-hoan-dan-quan-tu-ve-20260404204153917.htm,,,GIẢ
20,Luận điệu lợi dụng bất ổn an ninh năng lượng toàn cầu để xuyên tạc hoạt động đối ngoại của Việt Nam,"Tôi đọc trên Facebook rằng Thủ tướng Phạm Minh Chính đã thăm Nga và có nhiều người cho rằng Việt Nam đang ""nghiêng về một phía"", tức là sẽ phải chọn bên trong các quan hệ quốc tế, gây áp lực lên chính sách đối ngoại trung lập của Việt Nam. Họ còn nói rằng chính quyền đang che giấu thông tin về việc hợp tác năng lượng có thể khiến Việt Nam phụ thuộc vào các nước như Nga hay Nhật Bản. Xin xác minh thông tin này THẬT hay GIẢ.",LLM Generated,https://cand.com.vn/Chong-dien-bien-hoa-binh/luan-dieu-loi-dung-bat-on-an-ninh-nang-luong-toan-cau-de-xuyen-tac-hoat-dong-doi-ngoai-cua-viet-nam-i801291/,GIẢ,2,"Thông tin về việc Thủ tướng Phạm Minh Chính thăm Nga là có thật, nhưng cáo buộc rằng Việt Nam đang 'nghiêng về một phía' và che giấu thông tin về hợp tác năng lượng là không có cơ sở. Các nguồn tin chính thống không xác nhận điều này.","Báo Chính phủ xác nhận rằng Thủ tướng Phạm Minh Chính đã thăm Bảo tàng Năng lượng Nguyên tử của Nga, nhưng không có thông tin nào về việc Việt Nam 'nghiêng về một phía'.
[Bằng chứng]: Thủ tướng Phạm Minh Chính đã thăm Bảo tàng Năng lượng Nguyên tử của Nga.",https://baochinhphu.vn/thu-tuong-pham-minh-chinh-tham-bao-tang-nang-luong-nguyen-tu-cua-nga-102260324154727557.htm,,,,,GIẢ
